,losses
0,"tensor(3.3785, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0044, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5226, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0038, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6762, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6736, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8488, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8517, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8517, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0072, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0044, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5325, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7057, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8543, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7085, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5361, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8545, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0072, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0051, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8459, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0043, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7126, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5541, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8497, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8539, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8613, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0075, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7088, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5635, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0045, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8576, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0073, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8671, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5646, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8573, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8650, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8602, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8586, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6862, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7014, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8569, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0061, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0070, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6682, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5578, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8564, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8318, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8355, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.4955, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.6164, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5693, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8292, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0155, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8595, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8668, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9208, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0065, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6888, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9198, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9264, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.4351, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9241, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0156, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7715, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9239, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9194, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.6951, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8627, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7110, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8610, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0120, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0090, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0107, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8606, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8643, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8778, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0116, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0109, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0080, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8226, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7945, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7644, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8733, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8711, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0247, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6849, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0139, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(4.2623, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8888, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0248, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8199, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5673, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8573, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(3.4998, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0067, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.7613, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6136, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8445, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8707, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0085, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7625, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0101, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0183, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0068, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6305, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8714, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0216, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.5360, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0078, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0101, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7264, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6901, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0099, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0159, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.2544, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6733, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6868, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8478, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0160, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8381, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0168, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(3.3121, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.4633, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0267, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8181, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0087, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6403, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0108, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8174, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8143, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0092, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0091, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.5754, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0086, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7839, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7886, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0086, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7807, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.5432, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7690, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7663, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0141, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0069, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7668, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7501, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7487, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7487, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.2195, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0059, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7318, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0050, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0069, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0081, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0069, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7228, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0082, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0058, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7117, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7145, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7051, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8187, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0056, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6887, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.5001, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0061, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0065, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0066, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.9943, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
